# perl-suite-expected.tsv — expected divergences for tools/run-perl-suite.pl
# One row per file: <rel-path><TAB><reason>.  The reason MUST cite the
# docs/not-supported.md section (and the plan doc when one exists) that
# explains the divergence.  Files here still RUN every sweep; a row whose
# file starts matching perl is flagged STALE and fails the run (same
# philosophy as cl/skip-registry.lisp — see docs/test-skip-registry.md).
# Do NOT add rows for unexplained crashes: those stay triage targets.
#
# THE ROWS ARE MACHINE-CHECKED (task #185, s336).  A reason here excuses only
# the rows blessed in baselines/perl-suite-expected-rows.tsv — the generated
# multiset of this file's diverging TAP rows, keyed by PERL's description.  A
# divergence that grows a row not in that baseline keeps the file DIFF and
# names the intruder; a row that stops diverging makes the file STALE.  So
# adding a line HERE is not enough: run
#     tools/run-perl-suite.pl --bless-rows <the file>
# in the same change, and read the rows it blesses — they are the per-row
# claim your reason is making.
#
# REGISTRATION BAR (confirmed s317, fable-answers-s316v.md §6f): a file gets
# a row ONLY when EVERY failing test in it is explained by a blessed
# not-supported.md section — all-or-nothing.  A partially-explained file
# stays UNEXPLAINED on purpose: it still contains a fix target, and a row
# here would silence it.  Track the explained subset in the task instead.
#
# PER-ROW CLAIMS QUOTE THE DESCRIPTION, NEVER A BARE tNN (adopted s322,
# fable-answers-s321.md §2).  #177 proved test NUMBERS are the unstable
# coordinate: in any file where PCL's row count drifts from perl's, the
# numbers on either side name different tests, and a reason that says "t63-t66"
# can end up accusing rows that pass.  Descriptions survive renumbering; the
# skip-registry keys on them for the same reason.  Number-only is acceptable
# for genuinely unnamed tests, same fallback as the skip-registry.
mro/basic_01_c3.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_01_c3_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_01_dfs.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_01_dfs_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_02_c3.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_02_c3_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_02_dfs.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_02_dfs_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_03_c3.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_03_c3_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_03_dfs.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_03_dfs_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_04_c3.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_04_c3_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_04_dfs.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_04_dfs_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_05_c3.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_05_c3_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_05_dfs.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_05_dfs_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/complex_c3.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/complex_c3_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/complex_dfs.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/complex_dfs_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/dbic_dfs.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/dbic_dfs_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_goto.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_goto_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_inanon.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_inanon_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_ineval.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_ineval_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_method.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_method_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_skip.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_skip_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/vulcan_c3.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/vulcan_c3_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/vulcan_dfs.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/vulcan_dfs_utf8.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
re/opt.t	not-supported.md §Readouts of perl's own internals: B:: optree inspection, re::optimization, XS::APItest — re::optimization reports perl's regex-COMPILER decisions (minlen/anchored/floating/stclass); cl-ppcre is a different optimizer, so there is no perl answer to report
re/uniprops01.t	not-supported.md §Unicode — \p{} property classes in cl-ppcre (plan: docs/unicode-property-regex-plan.md)
re/uniprops02.t	not-supported.md §Unicode — \p{} property classes in cl-ppcre (plan: docs/unicode-property-regex-plan.md)
re/uniprops03.t	not-supported.md §Unicode — \p{} property classes in cl-ppcre (plan: docs/unicode-property-regex-plan.md)
